date,open,high,low,close,volume,amount,prev_close,next_execution_date
2010-03-25,4675.222,4675.222,4609.165,4620.749,4895411600.0,58843594784.0,4683.065,2010-03-26
2010-03-26,4609.752,4693.762,4601.691,4686.931,4521928200.0,54648704925.0,4620.749,2010-03-29
2010-03-29,4701.789,4723.745,4682.409,4723.611,5028323800.0,61333700646.0,4686.931,2010-03-30
2010-03-30,4720.577,4748.908,4708.428,4744.423,4734372300.0,59814493818.0,4723.611,2010-03-31
2010-03-31,4744.344,4757.316,4726.518,4756.157,4910827600.0,61722494941.0,4744.423,2010-04-01
2010-04-01,4756.298,4828.103,4755.933,4827.214,6187885700.0,77731513271.0,4756.157,2010-04-02
2010-04-02,4833.81,4851.938,4820.065,4843.175,5943194600.0,71673137978.0,4827.214,2010-04-06
2010-04-06,4853.328,4862.168,4814.252,4852.904,5739705000.0,70803392480.0,4843.175,2010-04-07
2010-04-07,4851.831,4865.753,4829.017,4863.639,5328918600.0,66073839435.0,4852.904,2010-04-08
2010-04-08,4856.411,4881.907,4845.605,4864.922,5717551000.0,72568496777.0,4863.639,2010-04-09
2010-04-09,4866.519,4939.408,4866.243,4939.176,5841922500.0,76192583994.0,4864.922,2010-04-12
2010-04-12,4948.103,4976.832,4932.626,4976.38,7228171800.0,93471806749.0,4939.176,2010-04-13
2010-04-13,4977.757,4993.367,4793.284,4919.873,7346944300.0,96503261576.0,4976.38,2010-04-14
2010-04-14,4910.701,4978.269,4896.573,4977.508,5620229100.0,72485869902.0,4919.873,2010-04-15
2010-04-15,4975.078,4984.356,4879.912,4914.747,5425112300.0,70016667931.0,4977.508,2010-04-16
2010-04-16,4900.6,4936.876,4852.407,4898.67,4304573700.0,54086011852.0,4914.747,2010-04-19
2010-04-19,4850.863,4880.535,4688.12,4688.836,5827744700.0,70792701720.0,4898.67,2010-04-20
2010-04-20,4680.197,4750.489,4607.2,4749.934,5271907300.0,65798537949.0,4688.836,2010-04-21
2010-04-21,4753.118,4896.661,4747.387,4893.978,6395338500.0,83273716552.0,4749.934,2010-04-22
2010-04-22,4881.255,4950.494,4849.557,4902.405,6599520800.0,86324588204.0,4893.978,2010-04-23
2010-04-23,4892.037,4936.731,4840.168,4864.164,5576390000.0,73051083018.0,4902.405,2010-04-26
2010-04-26,4868.725,4904.97,4847.913,4866.553,4851045000.0,64127112047.0,4864.164,2010-04-27
2010-04-27,4852.193,4852.193,4645.159,4739.269,5371586700.0,66704700199.0,4866.553,2010-04-28
2010-04-28,4682.326,4767.801,4652.872,4714.432,4431985800.0,55910745931.0,4739.269,2010-04-29
2010-04-29,4730.49,4758.76,4560.131,4561.4,4829340000.0,61768626853.0,4714.432,2010-04-30
2010-04-30,4540.652,4547.479,4350.147,4438.681,4381965400.0,52914755825.0,4561.4,2010-05-04
2010-05-04,4353.452,4484.46,4324.504,4434.131,3183759200.0,38342487781.0,4438.681,2010-05-05
2010-05-05,4388.503,4565.239,4377.384,4564.807,4329849800.0,52253378389.0,4434.131,2010-05-06
2010-05-06,4557.446,4583.184,4418.739,4419.781,4498350100.0,56440157404.0,4564.807,2010-05-07
2010-05-07,4313.653,4443.534,4285.466,4350.758,4221155000.0,51186643794.0,4419.781,2010-05-10
2010-05-10,4346.702,4391.034,4175.665,4269.108,4019215900.0,48639016180.0,4350.758,2010-05-11
2010-05-11,4350.771,4366.687,4134.601,4144.352,4002581100.0,46663576767.0,4269.108,2010-05-12
2010-05-12,4100.604,4154.475,3979.128,4042.516,3657183500.0,40741384941.0,4144.352,2010-05-13
2010-05-13,4042.315,4158.347,3974.102,4157.842,3651686200.0,39490389650.0,4042.516,2010-05-14
2010-05-14,4129.892,4217.607,4107.176,4184.841,3694244000.0,41610102842.0,4157.842,2010-05-17
2010-05-17,4125.661,4132.379,3915.752,3915.752,3760313200.0,39602984900.0,4184.841,2010-05-18
2010-05-18,3894.094,3983.876,3818.29,3972.154,3771298400.0,38354955844.0,3915.752,2010-05-19
2010-05-19,3946.148,4037.847,3908.64,3977.377,3496051800.0,38905012669.0,3972.154,2010-05-20
2010-05-20,3941.61,4025.803,3890.352,3901.257,3343432300.0,36236233019.0,3977.377,2010-05-21
2010-05-21,3787.15,3982.412,3768.097,3982.385,4023081300.0,42753884532.0,3901.257,2010-05-24
2010-05-24,4016.351,4170.729,4016.351,4163.477,5441927700.0,60753309591.0,3982.385,2010-05-25
2010-05-25,4134.931,4177.786,4087.096,4133.346,4745101800.0,52304015443.0,4163.477,2010-05-26
2010-05-26,4117.49,4165.29,4097.242,4144.662,3422970900.0,38841485138.0,4133.346,2010-05-27
2010-05-27,4133.325,4228.444,4083.622,4218.637,4365236000.0,48762064055.0,4144.662,2010-05-28
2010-05-28,4254.849,4270.167,4203.488,4235.322,4531411200.0,52262340190.0,4218.637,2010-05-31
2010-05-31,4214.623,4259.164,4104.364,4104.364,4140822100.0,47203412501.0,4235.322,2010-06-01
2010-06-01,4059.415,4091.441,3933.393,4025.789,3874619100.0,42575448426.0,4104.364,2010-06-02
2010-06-02,4004.128,4084.048,3960.335,4083.616,3270879900.0,36130463054.0,4025.789,2010-06-03
2010-06-03,4099.855,4146.656,4053.546,4053.985,3754352700.0,42725068381.0,4083.616,2010-06-04
2010-06-04,4025.277,4095.486,4013.969,4089.035,3141512500.0,33892589784.0,4053.985,2010-06-07
2010-06-07,4000.65,4082.379,3985.146,4072.568,3497036200.0,39400706503.0,4089.035,2010-06-08
2010-06-08,4064.784,4122.39,4047.819,4109.317,3423959600.0,39553668851.0,4072.568,2010-06-09
2010-06-09,4124.807,4212.175,4110.434,4211.881,4755827200.0,51971223690.0,4109.317,2010-06-10
2010-06-10,4191.293,4261.161,4176.428,4223.566,4188617100.0,47912147685.0,4211.881,2010-06-11
2010-06-11,4239.059,4252.102,4193.082,4197.995,3441800600.0,39693577498.0,4223.566,2010-06-17
2010-06-17,4221.599,4237.101,4144.069,4145.243,2899836200.0,33319315253.0,4197.995,2010-06-18
2010-06-18,4131.677,4131.677,3945.727,3972.286,3504262300.0,39210162367.0,4145.243,2010-06-21
2010-06-21,3960.25,4087.447,3924.415,4087.017,3508624200.0,35971325346.0,3972.286,2010-06-22
2010-06-22,4081.642,4136.592,4069.225,4119.722,3461653800.0,36241607659.0,4087.017,2010-06-23
2010-06-23,4098.259,4138.777,4039.925,4094.568,3126797700.0,33133837622.0,4119.722,2010-06-24
2010-06-24,4090.974,4120.84,4070.488,4095.295,2497078700.0,26862635502.0,4094.568,2010-06-25
2010-06-25,4079.192,4080.023,3992.374,4028.433,2580171500.0,27972975200.0,4095.295,2010-06-28
2010-06-28,4023.107,4036.429,3944.47,3961.382,2111946900.0,22859221297.0,4028.433,2010-06-29
2010-06-29,3960.676,3973.927,3735.119,3736.982,3357564300.0,34397653349.0,3961.382,2010-06-30
2010-06-30,3699.181,3701.331,3620.274,3664.464,2553734000.0,25464503259.0,3736.982,2010-07-01
2010-07-01,3657.956,3692.903,3604.357,3606.593,2246347000.0,22874780218.0,3664.464,2010-07-02
2010-07-02,3600.76,3609.002,3430.361,3585.576,3087686800.0,30480515074.0,3606.593,2010-07-05
2010-07-05,3535.741,3586.578,3498.903,3563.882,2248425300.0,21552278648.0,3585.576,2010-07-06
2010-07-06,3556.19,3665.379,3554.071,3665.334,2959201200.0,28857800432.0,3563.882,2010-07-07
2010-07-07,3672.15,3718.931,3656.298,3718.662,2894769300.0,28317325926.0,3665.334,2010-07-08
2010-07-08,3729.238,3736.51,3663.731,3698.342,2779247100.0,26639094854.0,3718.662,2010-07-09
2010-07-09,3699.313,3817.669,3677.338,3807.604,4073329500.0,40142143493.0,3698.342,2010-07-12
2010-07-12,3809.747,3866.782,3799.429,3849.52,4001443600.0,39210785672.0,3807.604,2010-07-13
2010-07-13,3816.463,3816.463,3747.396,3788.751,3444529500.0,34351843348.0,3849.52,2010-07-14
2010-07-14,3795.211,3862.386,3795.176,3824.046,3540965900.0,35487587420.0,3788.751,2010-07-15
2010-07-15,3817.178,3850.196,3735.285,3735.395,3271061200.0,32298131893.0,3824.046,2010-07-16
2010-07-16,3713.659,3764.835,3672.02,3757.432,2798721100.0,27600903233.0,3735.395,2010-07-19
2010-07-19,3718.13,3848.631,3701.931,3842.313,3507423600.0,35450370675.0,3757.432,2010-07-20
2010-07-20,3849.042,3951.542,3848.741,3951.358,5268350400.0,53568899401.0,3842.313,2010-07-21
2010-07-21,3953.773,4001.427,3937.484,3959.427,5204248800.0,53476581398.0,3951.358,2010-07-22
2010-07-22,3947.994,4018.056,3940.463,4017.864,4617888300.0,47106980662.0,3959.427,2010-07-23
2010-07-23,4020.914,4028.513,3965.704,4015.467,4471046200.0,46308730057.0,4017.864,2010-07-26
2010-07-26,4023.064,4071.47,4011.746,4071.094,4385787200.0,45616827287.0,4015.467,2010-07-27
2010-07-27,4062.251,4091.312,4041.898,4068.864,4106628300.0,44196726341.0,4071.094,2010-07-28
2010-07-28,4061.019,4162.66,4050.187,4162.321,5790200700.0,60592221791.0,4068.864,2010-07-29
2010-07-29,4170.762,4196.026,4139.942,4194.04,6274903600.0,65227335259.0,4162.321,2010-07-30
2010-07-30,4181.218,4203.643,4137.235,4191.13,4729828900.0,50667632330.0,4194.04,2010-08-02
2010-08-02,4192.66,4268.395,4192.523,4267.895,5427313500.0,59062482231.0,4191.13,2010-08-03
2010-08-03,4277.27,4289.459,4193.298,4193.641,5940590400.0,64726165563.0,4267.895,2010-08-04
2010-08-04,4178.191,4248.234,4137.646,4248.014,5468676200.0,58648962922.0,4193.641,2010-08-05
2010-08-05,4247.05,4306.648,4231.469,4267.955,5841457800.0,63443746766.0,4248.014,2010-08-06
2010-08-06,4260.63,4356.213,4228.669,4356.012,6369627500.0,70480316869.0,4267.955,2010-08-09
2010-08-09,4357.182,4414.526,4352.923,4413.568,5999110400.0,68485215594.0,4356.012,2010-08-10
2010-08-10,4412.268,4417.203,4246.46,4246.46,6248551200.0,70276303657.0,4413.568,2010-08-11
2010-08-11,4230.353,4309.788,4230.353,4297.904,4263884600.0,48885246287.0,4246.46,2010-08-12
2010-08-12,4248.984,4317.946,4228.531,4241.592,4532665300.0,50452832153.0,4297.904,2010-08-13
2010-08-13,4240.495,4323.248,4212.205,4323.052,4184958500.0,47223939591.0,4241.592,2010-08-16
2010-08-16,4322.02,4429.902,4315.022,4423.315,5625259300.0,64397295510.0,4323.052,2010-08-17
2010-08-17,4436.376,4470.457,4414.214,4457.759,5691170200.0,65233930026.0,4423.315,2010-08-18
2010-08-18,4462.578,4475.923,4409.594,4457.127,5689720800.0,66186523274.0,4457.759,2010-08-19
2010-08-19,4456.274,4491.738,4423.987,4461.488,5931286200.0,69453948181.0,4457.127,2010-08-20
2010-08-20,4442.693,4444.851,4350.155,4366.604,5829874700.0,67406500780.0,4461.488,2010-08-23
2010-08-23,4363.169,4416.826,4362.72,4404.718,4853665600.0,57536487541.0,4366.604,2010-08-24
2010-08-24,4401.523,4476.262,4370.569,4456.497,5469966300.0,61869732806.0,4404.718,2010-08-25
2010-08-25,4428.36,4457.837,4364.061,4368.304,5428539800.0,61248578213.0,4456.497,2010-08-26
2010-08-26,4376.923,4415.836,4355.032,4399.284,4240153800.0,49385699907.0,4368.304,2010-08-27
2010-08-27,4393.99,4437.794,4375.391,4431.444,3694988900.0,44850459127.0,4399.284,2010-08-30
2010-08-30,4453.05,4553.398,4453.05,4553.023,5541290600.0,68586090938.0,4431.444,2010-08-31
2010-08-31,4541.767,4605.176,4529.735,4589.289,5906349100.0,74996655162.0,4553.023,2010-09-01
2010-09-01,4595.208,4613.088,4473.568,4530.229,6464895300.0,81001129824.0,4589.289,2010-09-02
2010-09-02,4562.431,4631.0,4545.787,4625.395,6512640000.0,79502107728.0,4530.229,2010-09-03
2010-09-03,4632.26,4671.343,4596.122,4662.96,6759264100.0,83823849428.0,4625.395,2010-09-06
2010-09-06,4682.262,4692.106,4616.069,4651.963,6424395900.0,78525354466.0,4662.96,2010-09-07
2010-09-07,4650.949,4680.332,4613.393,4679.942,5416786500.0,63524390405.0,4651.963,2010-09-08
2010-09-08,4660.898,4723.833,4644.349,4720.375,5522650400.0,67062076447.0,4679.942,2010-09-09
2010-09-09,4730.861,4746.029,4649.038,4658.009,7024723000.0,85740639096.0,4720.375,2010-09-10
2010-09-10,4655.704,4712.56,4593.45,4705.31,6231407600.0,76778297278.0,4658.009,2010-09-13
2010-09-13,4713.062,4791.48,4707.358,4789.693,6235460200.0,79905971712.0,4705.31,2010-09-14
2010-09-14,4796.464,4821.55,4770.364,4805.416,6104981400.0,77135510983.0,4789.693,2010-09-15
2010-09-15,4802.611,4802.611,4712.529,4730.143,6025628700.0,73694005503.0,4805.416,2010-09-16
2010-09-16,4721.555,4739.427,4558.399,4610.916,5601623100.0,68031791205.0,4730.143,2010-09-17
2010-09-17,4616.572,4646.197,4575.79,4603.489,4208531700.0,52286715108.0,4610.916,2010-09-20
2010-09-20,4608.853,4622.512,4531.484,4553.12,3880639200.0,47217098701.0,4603.489,2010-09-21
2010-09-21,4561.669,4576.037,4516.613,4546.724,2851413200.0,34583857549.0,4553.12,2010-09-27
2010-09-27,4570.608,4673.762,4570.608,4673.602,3648028400.0,45209839911.0,4546.724,2010-09-28
2010-09-28,4672.15,4695.04,4643.173,4654.345,4167801400.0,52795715767.0,4673.602,2010-09-29
2010-09-29,4648.162,4659.562,4577.403,4590.317,3995348400.0,49445705332.0,4654.345,2010-09-30
2010-09-30,4564.812,4660.605,4553.959,4660.605,3528901900.0,44293603190.0,4590.317,2010-10-08
2010-10-08,4696.379,4787.448,4691.637,4767.967,5155148900.0,65487956706.0,4660.605,2010-10-11
2010-10-11,4784.653,4825.355,4746.544,4789.155,7659541200.0,98047935947.0,4767.967,2010-10-12
2010-10-12,4772.91,4808.126,4748.743,4806.029,6783344000.0,85283330571.0,4789.155,2010-10-13
2010-10-13,4808.389,4838.859,4765.944,4836.737,7737040400.0,97139603152.0,4806.029,2010-10-14
2010-10-14,4842.689,4848.857,4675.383,4679.548,7571346200.0,96047452541.0,4836.737,2010-10-15
2010-10-15,4654.273,4719.928,4638.239,4691.45,7182738700.0,92543159845.0,4679.548,2010-10-18
2010-10-18,4699.028,4701.156,4545.066,4636.639,8367456000.0,102226000184.0,4691.45,2010-10-19
2010-10-19,4637.959,4779.113,4637.05,4778.607,6516314300.0,80300991645.0,4636.639,2010-10-20
2010-10-20,4682.654,4828.9,4661.194,4794.194,7663805700.0,97102747642.0,4778.607,2010-10-21
2010-10-21,4805.704,4844.54,4771.607,4833.8,6789941400.0,86005617696.0,4794.194,2010-10-22
2010-10-22,4837.328,4892.619,4826.825,4877.927,6607192200.0,86069665286.0,4833.8,2010-10-25
2010-10-25,4894.852,4998.892,4894.806,4998.5,8102924700.0,106747100223.0,4877.927,2010-10-26
2010-10-26,5010.024,5046.65,4983.839,5046.148,8913849000.0,117510551354.0,4998.5,2010-10-27
2010-10-27,5046.211,5088.85,4976.714,4994.774,8049167800.0,106578230592.0,5046.148,2010-10-28
2010-10-28,4978.536,5020.066,4952.708,4999.59,6178162100.0,80933229821.0,4994.774,2010-10-29
2010-10-29,5005.657,5068.704,4992.81,5055.492,6547187700.0,88982925507.0,4999.59,2010-11-01
2010-11-01,5072.758,5199.812,5072.758,5199.525,8523837700.0,118634831502.0,5055.492,2010-11-02
2010-11-02,5211.466,5272.446,5171.501,5173.066,9686436800.0,136199152114.0,5199.525,2010-11-03
2010-11-03,5165.912,5197.959,5096.457,5098.539,7631712400.0,106056357862.0,5173.066,2010-11-04
2010-11-04,5104.775,5228.924,5104.775,5228.296,7612600900.0,103398233318.0,5098.539,2010-11-05
2010-11-05,5274.568,5313.483,5244.377,5311.77,8950490800.0,121087328886.0,5228.296,2010-11-08
2010-11-08,5338.512,5431.394,5330.514,5431.091,9507648700.0,126108737966.0,5311.77,2010-11-09
2010-11-09,5435.364,5468.36,5398.702,5467.839,9270058100.0,125207994828.0,5431.091,2010-11-10
2010-11-10,5459.4,5504.881,5432.626,5484.742,8859264100.0,123461945832.0,5467.839,2010-11-11
2010-11-11,5462.758,5581.354,5440.099,5440.099,9877328400.0,138992952109.0,5484.742,2010-11-12
2010-11-12,5411.866,5445.708,5094.799,5111.189,10514325500.0,141776860761.0,5440.099,2010-11-15
2010-11-15,5117.16,5255.852,5083.851,5255.267,6785033500.0,93162069760.0,5111.189,2010-11-16
2010-11-16,5259.513,5288.967,5017.246,5068.465,7836215300.0,107405722738.0,5255.267,2010-11-17
2010-11-17,4989.798,5039.089,4830.509,4855.85,5430789000.0,72200547532.0,5068.465,2010-11-18
2010-11-18,4885.909,4941.199,4814.422,4932.401,4202450500.0,57603057546.0,4855.85,2010-11-19
2010-11-19,4959.062,5081.03,4919.28,5081.03,5421057400.0,75492552848.0,4932.401,2010-11-22
2010-11-22,5049.463,5190.605,5036.316,5150.665,6086765100.0,87125849616.0,5081.03,2010-11-23
2010-11-23,5129.372,5129.372,4970.488,5063.237,5377227500.0,75005855856.0,5150.665,2010-11-24
2010-11-24,5022.128,5206.422,5017.934,5206.149,5408619800.0,77895655044.0,5063.237,2010-11-25
2010-11-25,5228.268,5278.319,5226.983,5259.81,6078655700.0,84176620421.0,5206.149,2010-11-26
2010-11-26,5255.255,5256.399,5169.034,5227.648,5407235300.0,73895454035.0,5259.81,2010-11-29
2010-11-29,5214.449,5273.791,5180.657,5248.747,5007099900.0,71080926639.0,5227.648,2010-11-30
2010-11-30,5238.5,5257.098,4960.708,5110.875,6460012300.0,87462279523.0,5248.747,2010-12-01
2010-12-01,5090.402,5139.96,5071.354,5116.837,4082123700.0,56140962521.0,5110.875,2010-12-02
2010-12-02,5175.258,5192.633,5135.673,5138.487,4774671500.0,65517113661.0,5116.837,2010-12-03
2010-12-03,5135.826,5145.805,5052.433,5100.366,3763797400.0,51837130406.0,5138.487,2010-12-06
2010-12-06,5103.86,5114.069,4989.281,5016.528,3413567800.0,48188257794.0,5100.366,2010-12-07
2010-12-07,4999.589,5088.755,4931.88,5084.583,3368159600.0,46997286828.0,5016.528,2010-12-08
2010-12-08,5077.549,5133.247,5059.584,5069.97,3301617800.0,46928056780.0,5084.583,2010-12-09
2010-12-09,5047.044,5047.044,4964.253,4964.901,3503606900.0,46985514644.0,5069.97,2010-12-10
2010-12-10,4944.929,5045.95,4935.281,5039.165,3041252700.0,42161387860.0,4964.901,2010-12-13
2010-12-13,5063.009,5179.518,5063.009,5179.021,4556354900.0,63884495365.0,5039.165,2010-12-14
2010-12-14,5194.939,5244.531,5181.198,5244.038,4936328300.0,69983253936.0,5179.021,2010-12-15
2010-12-15,5244.803,5276.137,5211.7,5230.68,4679572300.0,67483845192.0,5244.038,2010-12-16
2010-12-16,5219.084,5250.386,5200.879,5216.851,3552043900.0,49766029888.0,5230.68,2010-12-17
2010-12-17,5212.136,5230.33,5187.398,5228.337,3041214400.0,43025437619.0,5216.851,2010-12-20
2010-12-20,5246.417,5264.206,5043.659,5163.529,4558775600.0,65571498911.0,5228.337,2010-12-21
2010-12-21,5166.336,5223.395,5123.268,5222.792,4038840600.0,55801000203.0,5163.529,2010-12-22
2010-12-22,5225.766,5226.18,5157.318,5174.539,4077913500.0,56958141826.0,5222.792,2010-12-23
2010-12-23,5161.257,5170.18,5060.526,5069.523,3460813400.0,47842893244.0,5174.539,2010-12-24
2010-12-24,5046.942,5046.942,4947.222,4991.544,3095078600.0,40444073619.0,5069.523,2010-12-27
2010-12-27,4993.383,5048.595,4832.529,4849.63,3415533800.0,45458382170.0,4991.544,2010-12-28
2010-12-28,4820.824,4827.345,4700.561,4730.497,2955424800.0,37498203111.0,4849.63,2010-12-29
2010-12-29,4730.63,4813.242,4723.291,4812.532,2147683700.0,29581712752.0,4730.497,2010-12-30
2010-12-30,4810.442,4846.653,4777.84,4828.489,2353224100.0,33164304910.0,4812.532,2010-12-31
2010-12-31,4833.887,4936.716,4833.887,4936.716,2765461400.0,41140457900.0,4828.489,2011-01-04
2011-01-04,4964.214,5012.057,4938.942,5011.498,3699564400.0,54148801363.0,4936.716,2011-01-05
2011-01-05,4989.105,5038.872,4964.866,5028.766,3475221800.0,52016619203.0,5011.498,2011-01-06
2011-01-06,5026.331,5047.259,4992.165,5001.283,3123874300.0,45887129031.0,5028.766,2011-01-07
2011-01-07,4990.698,5028.274,4945.784,4975.144,3499623300.0,47227223346.0,5001.283,2011-01-10
2011-01-10,4966.563,4970.422,4816.581,4830.562,3113786200.0,43833176246.0,4975.144,2011-01-11
2011-01-11,4811.16,4815.497,4747.492,4804.822,2750608900.0,36680616842.0,4830.562,2011-01-12
2011-01-12,4813.485,4846.947,4764.469,4833.58,2691439800.0,33842368207.0,4804.822,2011-01-13
2011-01-13,4851.682,4859.531,4810.905,4826.757,2544377300.0,32453204942.0,4833.58,2011-01-14
2011-01-14,4816.662,4816.662,4719.152,4723.426,2781177400.0,36531767728.0,4826.757,2011-01-17
2011-01-17,4690.877,4691.571,4507.571,4519.913,3067751000.0,38540848688.0,4723.426,2011-01-18
2011-01-18,4502.064,4550.287,4483.502,4536.964,1944286600.0,24231409864.0,4519.913,2011-01-19
2011-01-19,4538.986,4646.088,4530.607,4646.087,2436093800.0,31999372872.0,4536.964,2011-01-20
2011-01-20,4637.773,4637.773,4476.561,4477.359,2865246300.0,36214797899.0,4646.087,2011-01-21
2011-01-21,4459.988,4549.586,4445.23,4506.322,2709504200.0,33386899654.0,4477.359,2011-01-24
2011-01-24,4506.61,4521.13,4397.017,4398.495,2522068200.0,32074479982.0,4506.322,2011-01-25
2011-01-25,4390.157,4392.215,4307.907,4341.909,2133616900.0,26649035293.0,4398.495,2011-01-26
2011-01-26,4339.862,4426.247,4339.862,4424.892,1974312400.0,25235239648.0,4341.909,2011-01-27
2011-01-27,4397.929,4514.428,4369.867,4502.808,2796481700.0,35608939750.0,4424.892,2011-01-28
2011-01-28,4497.829,4559.362,4493.837,4548.206,2581766500.0,33231246887.0,4502.808,2011-01-31
2011-01-31,4544.334,4611.0,4536.187,4610.86,2640632200.0,34065114763.0,4548.206,2011-02-01
2011-02-01,4612.399,4638.606,4604.912,4630.58,2394669500.0,31851848756.0,4610.86,2011-02-09
2011-02-09,4597.537,4654.589,4584.899,4609.717,2754208500.0,35874081337.0,4630.58,2011-02-10
2011-02-10,4604.844,4734.056,4602.333,4733.973,3457825000.0,43583054975.0,4609.717,2011-02-11
2011-02-11,4736.272,4803.099,4729.387,4786.806,3991598300.0,51826099577.0,4733.973,2011-02-14
2011-02-14,4792.853,4884.993,4792.853,4872.495,4781513300.0,62502918176.0,4786.806,2011-02-15
2011-02-15,4878.681,4932.331,4862.772,4869.687,5155704100.0,68054571951.0,4872.495,2011-02-16
2011-02-16,4860.888,4952.946,4855.949,4952.667,4467136700.0,61015681747.0,4869.687,2011-02-17
2011-02-17,4962.125,4990.754,4917.952,4987.48,5044532700.0,68506795975.0,4952.667,2011-02-18
2011-02-18,4977.22,4984.182,4915.666,4941.432,4290671900.0,58436567945.0,4987.48,2011-02-21
2011-02-21,4911.806,5043.248,4905.363,5042.967,4737022000.0,64040480732.0,4941.432,2011-02-22
